frequency,word,reading,reading_segments,meaning_en,meaning_en_custom,part,frequency_band,age_band,grade
2385,入門,にゅうもん,入:にゅう | 門:もん,Admission | Entrance | Introduction | Apprenticeship,admission | entrance | introduction | apprenticeship,noun | verbal noun | の adjective,7000.0,2.0,2
2386,出張,しゅっちょう,出:しゅっ | 張:ちょう,Business Trip | Official Trip | Service Call,business Trip | official Trip | service Call,noun | verbal noun,,,5
2388,描く,かく,,To Draw | To Paint | To Illustrate | To Depict,draw | paint | illustrate | depict,transitive verb | godan verb,,,9
2391,深夜,しんや,深:しん | 夜:や,Middle Of The Night | Late At Night,middle Of The Night | late At Night,noun,7000.0,3.0,3
2393,教える,おしえる,教:おし | える,To Teach | To Tell,teach | tell,transitive verb | ichidan verb,1000.0,,2
2394,豊富,ほうふ,豊:ほう | 富:ふ,Abundant | Plentiful | Rich,abundant | plentiful | rich,noun | な adjective,,,5
2395,息,いき,息:いき,Breath,breath,noun,7000.0,,3
2398,優秀,ゆうしゅう,,Superior | Superiority | Excellent,superior | superiority | excellent,noun | な adjective,,,9
2400,角,かど,角:かど,Corner | Angle,corner | angle,noun | suffix,7000.0,,2
2401,弟,おとうと,弟:おとうと,Younger Brother | Little Brother,younger Brother | little Brother,noun,7000.0,,2
2402,面接,めんせつ,面:めん | 接:せつ,Interview | Job Interview | Oral Examination,interview | job Interview | oral Examination,noun | verbal noun,,,5
2404,給与,きゅうよ,,Salary | Wages | Pay | Compensation,salary | wages | pay | compensation,noun,,,9
2405,発音,はつおん,発:はつ | 音:おん,Pronunciation,pronunciation,noun | verbal noun,7000.0,3.0,3
2410,課長,かちょう,課:か | 長:ちょう,Section Manager | Section Chief,section Manager | section Chief,noun | suffix,,,4
2416,悲しい,かなしい,悲:かな | しい,Sad,sad,い adjective,3000.0,,3
2418,官僚,かんりょう,,Bureaucrat | Bureaucracy | Government Official,bureaucrat | bureaucracy | government Official,noun,,,9
2424,陣,じん,,Army Camp | Formation | Battle | Group,army Camp | formation | battle | group,noun | suffix,,,9
2425,説得,せっとく,説:せっ | 得:とく,Persuasion | Convince,persuasion | convince,noun | verbal noun,,,5
2426,会う,あう,会:あ | う,To Meet | To Encounter,meet | encounter,intransitive verb | godan verb,1000.0,,2
2431,完了,かんりょう,,Completion | Complete | Finish | Conclusion,completion | complete | finish | conclusion,noun | verbal noun | の adjective,,,9
2434,欄,らん,,Column | Column Of Text | Field,column | column Of Text | field,noun,,,9
2436,燃料,ねんりょう,燃:ねん | 料:りょう,Fuel,fuel,noun,,,5
2440,排除,はいじょ,,Exclusion | Removal | Elimination,exclusion | removal | elimination,noun | verbal noun | の adjective,,,9
2447,離婚,りこん,,Divorce | Getting A Divorce,divorce | getting A Divorce,noun | verbal noun,,,9
2449,鏡,かがみ,鏡:かがみ,Mirror,mirror,noun,,,4
2454,非難,ひなん,,Criticism,criticism,noun | verbal noun,,,9
2455,修理,しゅうり,修:しゅう | 理:り,Repair,repair,noun | verbal noun | の adjective,,,5
2461,赤い,あかい,赤:あか | い,Red,red,い adjective,3000.0,,1
2462,施行,しこう,,Enforcement | Carrying Out | Implementation,enforcement | carrying Out | implementation,noun | verbal noun,,,9
2467,流行,りゅうこう,流:りゅう | 行:こう,Trend | Fad | Craze | Prevalence,trend | fad | craze | prevalence,noun | verbal noun | の adjective,,,3
2468,美術,びじゅつ,美:び | 術:じゅつ,Fine Art | Art,fine Art | art,noun | の adjective,,,5
2469,三つ,みっつ,三:みっ | つ,Three Things,three Things,numeral,7000.0,,1
2470,不良,ふりょう,不:ふ | 良:りょう,Bad | Substandard | Delinquent,bad | substandard | delinquent,noun | な adjective | の adjective,,,4
2471,田,た,田:た,Rice Paddy | Rice Field,rice Paddy | rice Field,noun,7000.0,,1
2474,名誉,めいよ,,Honor | Prestige,honor | prestige,noun | な adjective,,,9
2478,過ぎる,すぎる,過:す | ぎる,To Pass | To Be Over | To Be Too Much,pass | be Over | be Too Much,intransitive verb | ichidan verb,,,5
2479,伝説,でんせつ,伝:でん | 説:せつ,Legend | Legendary Story,legend | legendary Story,noun,,,4
2480,遠い,とおい,遠:とお | い,Far | Far Away,far | far Away,い adjective,3000.0,,2
2481,関わる,かかわる,関:かか | わる,To Be Involved | To Be Related | To Be Connected,be Involved | be Related | be Connected,intransitive verb | godan verb,,,4
2484,再開,さいかい,再:さい | 開:かい,Reopening | Resumption,reopening | resumption,noun | verbal noun,,,5
2485,狭い,せまい,,Narrow,narrow,い adjective,,,9
2486,休憩,きゅうけい,,Rest | Break | Recess | Intermission,rest | break | recess | intermission,noun | verbal noun,,,9
2490,無し,なし,無:な | し,Without | With No,without | with No,noun | suffix,,,4
2491,江戸,えど,,Edo | Tokyo,edo | tokyo,noun,7000.0,9.0,9
2496,遺伝子,いでんし,遺:い | 伝:でん | 子:し,Genes,genes,noun,,,6
2498,雲,くも,雲:くも,Cloud,cloud,noun,7000.0,,2
2500,油,あぶら,油:あぶら,Oil,oil,noun,7000.0,,3
2501,お父さん,おとうさん,お | 父:とう | さん,Father | Dad | Papa,father | dad | papa,noun,7000.0,,2
2505,辛い,からい,,Spicy | Hot | Difficult | Painful,spicy | hot | difficult | painful,い adjective,,,9
2508,一杯,いっぱい,,One Cup | A Drink | Full | A Lot,one Cup | a Drink | full | a Lot,adverb | noun | な adjective | の adjective,,,9
2509,移民,いみん,移:い | 民:みん,Immigration | Emigration | Immigrant | Emigrant,immigration | emigration | immigrant | emigrant,noun | verbal noun | の adjective,,,5
2513,階段,かいだん,階:かい | 段:だん,Stairs | Stairway,stairs | stairway,noun,,,6
2514,損,そん,損:そん,Disadvantage | Loss,disadvantage | loss,noun | suffix | な adjective | verbal noun,,,5
2516,甘い,あまい,,Sweet,sweet,expression | い adjective,,,9
2517,渋谷,しぶや,,Shibuya,shibuya,proper noun,7000.0,9.0,9
2523,不幸,ふこう,不:ふ | 幸:こう,Unhappiness | Misfortune | Misery | Death,unhappiness | misfortune | misery | death,noun | な adjective,7000.0,9.0,4
2524,知恵,ちえ,,Wisdom | Intelligence,wisdom | intelligence,noun,,,9
2525,快適,かいてき,快:かい | 適:てき,Pleasant | Agreeable | Comfortable,pleasant | agreeable | comfortable,noun | な adjective,,,5
2526,柱,はしら,柱:はしら,Pillar,pillar,noun,7000.0,,3
2527,畑,はたけ,畑:はたけ,Field | Farmland,field | farmland,noun | suffix,7000.0,,3
2528,軸,じく,,Axis | Pivotal Part,axis | pivotal Part,noun | suffix,,,9
2531,金曜日,きんようび,金:きん | 曜:よう | 日:び,Friday,friday,noun,7000.0,2.0,2
2537,例外,れいがい,例:れい | 外:がい,Exception,exception,noun | の adjective,,,4
2538,兵器,へいき,兵:へい | 器:き,Arms | Weapons,arms | weapons,noun,,,4
2540,眼,め,眼:め,Eye | Eyeball,eye | eyeball,noun,,,5
2541,知り合い,しりあい,知:し | り | 合:あ | い,Acquaintance,acquaintance,noun,,,2
2542,中止,ちゅうし,中:ちゅう | 止:し,Cancellation | Discontinuation | Suspension,cancellation | discontinuation | suspension,noun | verbal noun,,,2
2543,債権,さいけん,,Credit | Claim | Debt | Liabilities,credit | claim | debt | liabilities,noun,,,9
2544,主婦,しゅふ,主:しゅ | 婦:ふ,Housewife,housewife,noun,,,5
2545,証,あかし,証:あかし,Evidence | Proof,evidence | proof,noun,,,5
2546,賠償,ばいしょう,,Reparations | Compensation,reparations | compensation,noun | verbal noun,,,9
2547,融資,ゆうし,,Financing | Loan | Lending Money,financing | loan | lending Money,noun | verbal noun,,,9
2548,奥さん,おくさん,,Wife,wife,noun,,,9
2552,給料,きゅうりょう,給:きゅう | 料:りょう,Salary | Wages | Pay,salary | wages | pay,noun,,,4
2553,言い方,いいかた,言:い | い | 方:かた,Way Of Saying | Way Of Talking | Speaking Style,way Of Saying | way Of Talking | speaking Style,noun,,,2
2558,暇,ひま,,Spare Time | Free Time | Not Busy,spare Time | free Time | not Busy,noun | な adjective,,,9
2560,晴れ,はれ,晴:は | れ,Clear Weather | Sunny,clear Weather | sunny,noun | の adjective,7000.0,,2
2561,商売,しょうばい,商:しょう | 売:ばい,Business | Commerce | Trade,business | commerce | trade,noun | verbal noun,7000.0,3.0,3
2562,暑い,あつい,暑:あつ | い,Hot Weather | Hot,hot Weather | hot,い adjective,3000.0,,3
2563,恐らく,おそらく,,Probably | Perhaps | Likely,probably | perhaps | likely,adverb,,,9
2564,科目,かもく,科:か | 目:もく,Subject | Course | Curriculum,subject | course | curriculum,noun,7000.0,2.0,2
2565,短期,たんき,短:たん | 期:き,Short Period | Short-Term,short Period | short-Term,noun | の adjective,7000.0,3.0,3
2570,付近,ふきん,付:ふ | 近:きん,Neighborhood | Vicinity | Environs | Nearby | Locality,neighborhood | vicinity | environs | nearby | locality,noun,,,4
2571,廃棄,はいき,,Disposal | Disposing | Scrapping,disposal | disposing | scrapping,noun | verbal noun,,,9
2572,門,もん,門:もん,Gate,gate,noun,7000.0,,2
2573,素人,しろうと,,Amateur | Novice,amateur | novice,noun,,,5
2575,犯人,はんにん,犯:はん | 人:にん,Culprit | Criminal,culprit | criminal,noun,,,5
2576,盤,ばん,,Tray | Board | Disc,tray | board | disc,noun | suffix,,,9
2578,永遠,えいえん,永:えい | 遠:えん,Forever | Eternity | Permanence,forever | eternity | permanence,noun | な adjective | の adjective,7000.0,9.0,5
2583,帝国,ていこく,,Empire,empire,noun,,,9
2585,遅い,おそい,,Slow | Late,slow | late,い adjective,,,9
2588,体重,たいじゅう,体:たい | 重:じゅう,Body Weight,body Weight,noun,,,3
2590,随分,ずいぶん,,Very | Extremely | Surprisingly | Considerably,very | extremely | surprisingly | considerably,adverb | な adjective,,,9
2593,通貨,つうか,通:つう | 貨:か,Currency,currency,noun | の adjective,,,4
2596,見せる,みせる,見:み | せる,To Show,show,transitive verb | ichidan verb,,,1
2598,明るい,あかるい,明:あか | るい,Bright | Cheerful,bright | cheerful,い adjective,3000.0,,2
2603,人工,じんこう,人:じん | 工:こう,Artificial | Man Made | Human Made,artificial | man Made | human Made,noun | の adjective,,,2
2605,気温,きおん,気:き | 温:おん,Temperature | Air Temperature,temperature | air Temperature,noun,7000.0,3.0,3
2606,扱う,あつかう,,To Handle | To Treat,handle | treat,transitive verb | godan verb,,,9
2610,台風,たいふう,台:たい | 風:ふう,Typhoon | Hurricane,typhoon | hurricane,noun,7000.0,2.0,2
2613,受付,うけつけ,受:う | 付:けつけ,Receptionist | Reception,receptionist | reception,noun,,,4
2616,生涯,しょうがい,,One's Lifetime | One's Career,one's Lifetime | one's Career,noun,,,9
2617,自覚,じかく,自:じ | 覚:かく,Self-Awareness | Realization | Awareness | Consciousness,self-Awareness | realization | awareness | consciousness,noun | verbal noun,,,4
2618,妙,みょう,,Peculiar | Unusual | Odd,peculiar | unusual | odd,noun | な adjective,,,9
2619,聴く,きく,,To Listen To | To Hear | To Listen,listen To | hear | listen,transitive verb | godan verb,,,9
2622,比率,ひりつ,比:ひ | 率:りつ,Ratio | Proportion | Percentage,ratio | proportion | percentage,noun,,,5
2623,拉致,らち,,Abduction | Kidnapping | Taking Captive,abduction | kidnapping | taking Captive,noun | verbal noun,,,9
2625,答える,こたえる,答:こた | える,To Answer | To Reply | To Respond,answer | reply | respond,intransitive verb | ichidan verb,3000.0,,2
2626,仏,ほとけ,仏:ほとけ,Buddha,buddha,noun,,,5
2627,再度,さいど,再:さい | 度:ど,Again | A Second Time,again | a Second Time,noun | adverb,,,5
2628,可愛い,かわいい,可:か | 愛:わい | い,Cute,cute,い adjective,,,5
2629,観測,かんそく,観:かん | 測:そく,Observation,observation,noun | verbal noun,,,5
2630,純粋,じゅんすい,,Pure | Genuine,pure | genuine,な adjective | の adjective,,,9
2631,兄,あに,兄:あに,Older Brother | Big Brother | Elder Brother,older Brother | big Brother | elder Brother,noun,7000.0,,2
2632,拍手,はくしゅ,,Applause | Clapping Hands,applause | clapping Hands,noun | verbal noun,,,9
2633,生まれる,うまれる,生:う | まれる,To Be Born,be Born,intransitive verb | ichidan verb,1000.0,,1
2635,赤ちゃん,あかちゃん,赤:あか | ちゃん,Baby,baby,noun,7000.0,,1
2636,売る,うる,売:う | る,To Sell Something,sell Something,transitive verb | godan verb,1000.0,,2
2641,鼻,はな,鼻:はな,Nose,nose,noun,7000.0,,3
2643,覚悟,かくご,,Mental Readiness | Resolution | Determination,mental Readiness | resolution | determination,noun | verbal noun,,,9
2644,寝る,ねる,,To Sleep | To Lie Down | To Go To Bed,sleep | lie Down | go To Bed,intransitive verb | ichidan verb,,,9
2646,お腹,おなか,お | 腹:なか,Belly | Stomach | Abdomen,belly | stomach | abdomen,noun,,,6
2650,駄目,だめ,,Not Good | Hopeless | Cannot | Not Allowed,not Good | hopeless | cannot | not Allowed,noun | な adjective,,,9
2651,優しい,やさしい,優:やさ | しい,Gentle | Kind | Warm Hearted | Nice,gentle | kind | warm Hearted | nice,い adjective,,,6
2652,経緯,けいい,,Details | Particulars | Whole Story | How It Started | Longitude And Latitude,details | particulars | whole Story | how It Started | longitude And Latitude,noun,,,9
2655,鬼,おに,,Demon | Ogre,demon | ogre,noun,,,9
2657,入り口,いりぐち,入:い | り | 口:ぐち,Entrance,entrance,noun,,,1
2660,毎回,まいかい,毎:まい | 回:かい,Every Time | Each Time,every Time | each Time,noun,,,2
2662,信号,しんごう,信:しん | 号:ごう,Traffic Light | Signal | Traffic Signal | Stoplight | Semaphore,traffic Light | signal | traffic Signal | stoplight | semaphore,noun | verbal noun,7000.0,9.0,4
2663,返信,へんしん,返:へん | 信:しん,Reply | Answer,reply | answer,noun | verbal noun,,,4
2665,借金,しゃっきん,借:しゃっ | 金:きん,Debt,debt,noun | verbal noun,,,4
2666,選択肢,せんたくし,,Choices | Options | Alternatives,choices | options | alternatives,noun,,,9
2668,過剰,かじょう,,Excess | Excessive | Over,excess | excessive | over,noun | な adjective,,,9
2669,谷,たに,谷:たに,Valley,valley,noun,7000.0,,2
2671,極端,きょくたん,,Extreme,extreme,noun | な adjective,,,9
2674,社内,しゃない,社:しゃ | 内:ない,Within The Company | In House | Inside The Company,within The Company | in House | inside The Company,noun | の adjective,,,2
2675,旦那,だんな,,Master | Husband | Male Patron,master | husband | male Patron,noun,,,9
2676,起きる,おきる,起:お | きる,To Wake Up | To Get Up | To Occur,wake Up | get Up | occur,intransitive verb | ichidan verb,1000.0,,3
2679,辞典,じてん,辞:じ | 典:てん,Dictionary | Lexicon,dictionary | lexicon,noun,,,4
2680,正義,せいぎ,正:せい | 義:ぎ,Justice | Righteousness,justice | righteousness,noun,,,5
2682,完璧,かんぺき,,Perfect | Flawless | Complete,perfect | flawless | complete,な adjective,,,9
2684,審判,しんぱん,,Judgment | Referee | Umpire,judgment | referee | umpire,noun | verbal noun,,,9
2689,阪神,はんしん,阪:はん | 神:しん,Hanshin,hanshin,proper noun,,,4
2695,才能,さいのう,才:さい | 能:のう,Talent,talent,noun,7000.0,9.0,5
2698,幸福,こうふく,幸:こう | 福:ふく,Happiness,happiness,noun | な adjective,7000.0,3.0,3
2700,汚染,おせん,,Pollution,pollution,noun | verbal noun,,,9
2701,体力,たいりょく,体:たい | 力:りょく,Physical Strength | Physical Power | Stamina | Endurance,physical Strength | physical Power | stamina | endurance,noun,,,2
2703,邪魔,じゃま,,Hindrance | Intrusion,hindrance | intrusion,noun | verbal noun | な adjective,,,9
2704,冷静,れいせい,冷:れい | 静:せい,Cool Headed | Calm | Composure,cool Headed | calm | composure,noun | な adjective,,,4
2705,血液,けつえき,血:けつ | 液:えき,Blood,blood,noun,7000.0,9.0,5
2706,地上,ちじょう,地:ち | 上:じょう,Above Ground | On The Ground | The Earth's Surface,above Ground | on The Ground | the Earth's Surface,noun | の adjective,,,2
2708,比べる,くらべる,比:くら | べる,To Compare,compare,transitive verb | ichidan verb,,,5
2709,通勤,つうきん,通:つう | 勤:きん,Commute | Commuting To Work,commute | commuting To Work,noun | verbal noun,,,6
2714,人格,じんかく,人:じん | 格:かく,Character | Personality,character | personality,noun,,,5
2717,独特,どくとく,独:どく | 特:とく,Unique | Peculiar,unique | peculiar,noun | な adjective | の adjective,,,5
2718,意欲,いよく,意:い | 欲:よく,Will | Desire | Ambition,will | desire | ambition,noun,,,6
2723,面積,めんせき,面:めん | 積:せき,Area,area,noun,,,4
2725,熱心,ねっしん,熱:ねっ | 心:しん,Enthusiasm | Passion | Zeal,enthusiasm | passion | zeal,noun | な adjective,,,4
2728,原子力,げんしりょく,原:げん | 子:し | 力:りょく,Nuclear Power | Nuclear Energy | Atomic Power | Atomic Energy,nuclear Power | nuclear Energy | atomic Power | atomic Energy,noun | の adjective,,,2
2729,分離,ぶんり,,Separation | Segregation,separation | segregation,noun | verbal noun,,,9
2732,日程,にってい,日:にっ | 程:てい,Schedule | Itinerary,schedule | itinerary,noun,,,5
2733,最悪,さいあく,最:さい | 悪:あく,The Worst | Worst,the Worst | worst,noun | な adjective,7000.0,9.0,4
2736,演技,えんぎ,演:えん | 技:ぎ,Acting | Performance,acting | performance,noun | verbal noun | の adjective,,,5
2738,我,われ,我:われ,I | Me | Myself,i | me | myself,pronoun | の adjective,,,6
2742,執筆,しっぴつ,,Writing | Professional Writing,writing | professional Writing,noun | verbal noun,7000.0,9.0,9
2744,店員,てんいん,店:てん | 員:いん,Shop Staff | Store Staff | Store Employee | Shop Employee | Clerk | Shop Assistant,shop Staff | store Staff | store Employee | shop Employee | clerk | shop Assistant,noun | の adjective,7000.0,3.0,3
2745,毎月,まいつき,毎:まい | 月:つき,Every Month | Monthly,every Month | monthly,noun,7000.0,2.0,2
2746,男の子,おとこのこ,男:おとこ | の | 子:こ,Boy,boy,noun,,,1
2750,悪化,あっか,悪:あっ | 化:か,Deterioration | Getting Worse,deterioration | getting Worse,noun | verbal noun,7000.0,3.0,3
2751,両者,りょうしゃ,両:りょう | 者:しゃ,Both People,both People,noun,7000.0,3.0,3
2753,拡張,かくちょう,拡:かく | 張:ちょう,Enlargement | Expansion | Extension,enlargement | expansion | extension,noun | verbal noun,,,6
2758,幼稚園,ようちえん,,Kindergarten,kindergarten,noun,7000.0,9.0,9
2759,目次,もくじ,目:もく | 次:じ,Table Of Contents,table Of Contents,noun,,,3
2760,看板,かんばん,看:かん | 板:ばん,Signboard | Billboard | Store Sign,signboard | billboard | store Sign,noun,7000.0,9.0,6
2761,仏教,ぶっきょう,仏:ぶっ | 教:きょう,Buddhism,buddhism,noun,,,5
2762,引退,いんたい,引:いん | 退:たい,Retiring | Retirement | Withdrawing From Public Life,retiring | retirement | withdrawing From Public Life,noun | verbal noun,7000.0,9.0,6
2765,姉,あね,姉:あね,Older Sister | Big Sister | Elder Sister,older Sister | big Sister | elder Sister,noun,7000.0,,2
2768,近年,きんねん,近:きん | 年:ねん,Recent Years,recent Years,noun,,,2
2770,幾つ,いくつ,,How Many | How Old,how Many | how Old,noun,,,9
2772,珍しい,めずらしい,,Rare | Unusual | Curious,rare | unusual | curious,い adjective,,,9
2775,果たして,はたして,果:は | たして,Really | As Was Expected | Just As I Thought | As Expected,really | as Was Expected | just As I Thought | as Expected,adverb,,,4
2776,椅子,いす,,Chair,chair,noun,,,9
2780,感心,かんしん,感:かん | 心:しん,Admiration | Being Impressed | Praiseworthy,admiration | being Impressed | praiseworthy,noun | verbal noun | な adjective,,,3
2781,流れる,ながれる,流:なが | れる,To Stream | To Flow,stream | flow,intransitive verb | ichidan verb,3000.0,,3
2783,連中,れんちゅう,連:れん | 中:ちゅう,The Gang | Guys | Bunch | Company,the Gang | guys | bunch | company,noun,,,4
2789,魔法,まほう,,Magic | Witchcraft,magic | witchcraft,noun,,,9
2791,網,あみ,,Net | Netting | Web,net | netting | web,noun,,,9
2793,家具,かぐ,家:か | 具:ぐ,Furniture,furniture,noun,,,3
2794,集まり,あつまり,集:あつ | まり,Gathering | Meeting | Assembly | Party | Collection | Get Together,gathering | meeting | assembly | party | collection | get Together,noun,15000.0,,3
2801,車両,しゃりょう,車:しゃ | 両:りょう,Vehicle | Train Car,vehicle | train Car,noun,7000.0,3.0,3
2803,当たる,あたる,当:あ | たる,To Be Right | To Be On Target | To Touch | To Hit,be Right | be On Target | touch | hit,intransitive verb | godan verb,3000.0,,2
2806,不可欠,ふかけつ,不:ふ | 可:か | 欠:けつ,Indispensable | Essential,indispensable | essential,noun | な adjective,,,5
2808,月曜日,げつようび,月:げつ | 曜:よう | 日:び,Monday,monday,noun,,,2
2812,中学生,ちゅうがくせい,中:ちゅう | 学:がく | 生:せい,Middle School Student | Junior High School Student,middle School Student | junior High School Student,noun,,,1
2813,筋肉,きんにく,筋:きん | 肉:にく,Muscle,muscle,noun | の adjective,7000.0,9.0,6
2814,西洋,せいよう,西:せい | 洋:よう,The West | Western Countries | Western,the West | western Countries | western,noun | の adjective,7000.0,3.0,3
2818,傷,きず,傷:きず,Wound | Damage | Flaw,wound | damage | flaw,noun,,,6
2820,九州,きゅうしゅう,九:きゅう | 州:しゅう,Kyuushuu | Kyushu,kyuushuu | kyushu,proper noun,7000.0,3.0,3
2822,同時,どうじ,同:どう | 時:じ,Same Time,same Time,noun | の adjective,,,2
2824,思わず,おもわず,思:おも | わず,Unintentionally | Reflexively | Spontaneously | Involuntarily,unintentionally | reflexively | spontaneously | involuntarily,adverb,,,2
2825,黒い,くろい,黒:くろ | い,Black,black,い adjective,7000.0,,2
2827,衛生,えいせい,衛:えい | 生:せい,Hygiene,hygiene,noun | の adjective,,,5
2829,中学校,ちゅうがっこう,中:ちゅう | 学:がっ | 校:こう,Middle School | Junior High School,middle School | junior High School,noun,,,1
2830,大勢,おおぜい,大:おお | 勢:ぜい,Crowd | A Large Number,crowd | a Large Number,noun | の adjective,,,5
2832,同僚,どうりょう,,Colleague | Coworker,colleague | coworker,noun,,,9
2835,愛情,あいじょう,愛:あい | 情:じょう,Love | Affection,love | affection,noun | の adjective,,,5
2837,余計,よけい,余:よ | 計:けい,Unneeded | More Than Needed | Too Much,unneeded | more Than Needed | too Much,adverb | noun | な adjective,,,5
2841,生じる,しょうじる,生:しょう | じる,To Occur | To Arise | To Cause Something,occur | arise | cause Something,intransitive verb | transitive verb | ichidan verb,3000.0,,1
2842,電源,でんげん,電:でん | 源:げん,Power Source | Outlet | Socket,power Source | outlet | socket,noun,,,6
2845,署名,しょめい,署:しょ | 名:めい,Signature,signature,noun | verbal noun,,,6
2849,金持ち,かねもち,金:かね | 持:も | ち,Rich Person | Rich | Wealthy,rich Person | rich | wealthy,noun,7000.0,3.0,3
2850,弁当,べんとう,弁:べん | 当:とう,Bento | Box Lunch,bento | box Lunch,noun,,,5
2851,興奮,こうふん,興:こう | 奮:ふん,Excitement | Stimulation,excitement | stimulation,noun | verbal noun,,,6
2852,格好,かっこう,格:かっ | 好:こう,Shape | Form | Posture | Appearance,shape | form | posture | appearance,noun | の adjective,,,5
2858,球,たま,球:たま,Sphere | Ball | Sports Ball,sphere | ball | sports Ball,noun,7000.0,,3
2860,抑制,よくせい,,Control | Restraint,control | restraint,noun | の adjective | verbal noun,,,9
2861,占い,うらない,,Fortune Telling,fortune Telling,noun,,,9
2862,踊り,おどり,,Dance,dance,noun,,,9
2863,該当,がいとう,,Correspond | Fulfilling | Applicable To | Qualifying As,correspond | fulfilling | applicable To | qualifying As,noun | verbal noun,,,9
2867,衛星,えいせい,衛:えい | 星:せい,Satellite,satellite,noun | の adjective,,,5
2870,証人,しょうにん,証:しょう | 人:にん,Witness,witness,noun,,,5
2873,虫,むし,虫:むし,Bug | Insect | Creepy Crawly,bug | insect | creepy Crawly,noun,7000.0,,1
2874,夏休み,なつやすみ,夏:なつ | 休:やす | み,Summer Vacation | Summer Break | Summer Holiday,summer Vacation | summer Break | summer Holiday,noun,7000.0,2.0,2
2880,経由,けいゆ,経:けい | 由:ゆ,Via,via,noun | verbal noun,7000.0,9.0,5
2881,透明,とうめい,,Transparent | Transparency,transparent | transparency,noun | な adjective | の adjective,,,9
2886,熱い,あつい,熱:あつ | い,Hot Thing | Hot,hot Thing | hot,い adjective,,,4
2887,一層,いっそう,一:いっ | 層:そう,Much More | All The More | Even More,much More | all The More | even More,adverb | の adjective,,,6
2889,期限,きげん,期:き | 限:げん,Deadline | Term | Due Date,deadline | term | due Date,noun,,,5
2890,新鮮,しんせん,,Fresh,fresh,な adjective,,,9
2891,農民,のうみん,農:のう | 民:みん,Peasants | Farmers | Farming Class,peasants | farmers | farming Class,noun | の adjective,7000.0,9.0,4
2893,輪,わ,輪:わ,Ring | Wheel | Loop | Circle,ring | wheel | loop | circle,noun,,,4
2896,警告,けいこく,警:けい | 告:こく,Warning | Advice | Caution,warning | advice | caution,noun | verbal noun | の adjective,,,6
2898,宿,やど,宿:やど,Lodging | Inn | Hotel | Lodge,lodging | inn | hotel | lodge,noun,7000.0,,3
2899,地下鉄,ちかてつ,地:ち | 下:か | 鉄:てつ,Subway | The Underground | The Tube | The Metro,subway | the Underground | the Tube | the Metro,noun,7000.0,3.0,3
2902,軽い,かるい,軽:かる | い,Lightweight | Light | Light Weight,lightweight | light | light Weight,い adjective,3000.0,,3
2903,通訳,つうやく,通:つう | 訳:やく,Interpreting | Interpretation,interpreting | interpretation,noun | verbal noun,,,6
2917,机,つくえ,机:つくえ,Desk,desk,noun,,,6
2919,以後,いご,以:い | 後:ご,After This | From Now On | After | Since,after This | from Now On | after | since,noun,,,4
2920,吸収,きゅうしゅう,吸:きゅう | 収:しゅう,Absorption,absorption,noun | verbal noun,,,6
2922,柄,がら,,Pattern | Design,pattern | design,noun | suffix,,,9
2924,収穫,しゅうかく,,Harvest | Crop,harvest | crop,noun | verbal noun,,,9
2931,奇跡,きせき,,Miracle,miracle,noun | の adjective,,,9
2933,一貫,いっかん,,One Piece Of Sushi | Consistency | Integration,one Piece Of Sushi | consistency | integration,noun | verbal noun,,,9
2934,勝つ,かつ,勝:か | つ,To Win,win,intransitive verb | godan verb,3000.0,,3
2935,俳優,はいゆう,俳:はい | 優:ゆう,Actor,actor,noun | の adjective,,,6
2936,信じる,しんじる,信:しん | じる,To Believe | To Trust In,believe | trust In,transitive verb | ichidan verb,,,4
2939,背中,せなか,背:せ | 中:なか,One's Back | Back,one's Back | back,noun,,,6
2941,化粧,けしょう,,Makeup | Cosmetics,makeup | cosmetics,noun | verbal noun,,,9
2942,皮,かわ,皮:かわ,Skin | Hide | Peel,skin | hide | peel,noun,7000.0,,3
2951,毛,け,毛:け,Fur | Hair,fur | hair,noun,7000.0,,2
2952,過ごす,すごす,過:す | ごす,To Pass Time | To Spend Time,pass Time | spend Time,transitive verb | godan verb,,,5
2954,故,ゆえ,故:ゆえ,Reason | Circumstance | Cause,reason | circumstance | cause,noun,,,5
2955,同盟,どうめい,同:どう | 盟:めい,Alliance,alliance,noun | verbal noun | の adjective,,,6
2956,扉,とびら,,Door | Hinged Door,door | hinged Door,noun,,,9
2957,玄関,げんかん,,Entranceway | Entry Hall | Foyer | Entryway,entranceway | entry Hall | foyer | entryway,noun | の adjective,,,9
2959,兵士,へいし,兵:へい | 士:し,Soldier,soldier,noun,,,5
2960,委託,いたく,,Consign | Entrust | Consignment,consign | entrust | consignment,noun | verbal noun,7000.0,9.0,9
2962,閲覧,えつらん,,Browsing | Perusal | Reading,browsing | perusal | reading,noun | verbal noun,,,9
2967,光景,こうけい,光:こう | 景:けい,Scene | Sight | Spectacle,scene | sight | spectacle,noun,,,4
2969,入場,にゅうじょう,入:にゅう | 場:じょう,Entrance | Admission | Entering,entrance | admission | entering,noun | verbal noun,,,2
2971,望む,のぞむ,望:のぞ | む,To Wish | To Desire | To Wish For,wish | desire | wish For,transitive verb | godan verb,,,4
2974,国籍,こくせき,,Nationality | Citizenship,nationality | citizenship,noun,,,9
2977,居る,いる,居:い | る,To Exist | To Be,exist | be,intransitive verb | ichidan verb,,,5
